#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Feb 01 13:51:20 EST 2020,100,100,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ EverythingTest1+ GetTest0+ GetTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ InsortTest0+ InsortTest1+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , , , ,
1,Sat Feb 01 13:52:54 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
